SECTION A,,,,,,,SECTION B,,,,,,SECTION C,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DTR CROSS DATA  FOR SPOT,,,,,,,OPTIONS DATA TO BE USED,,,,,,TRADE DATA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,Trade,Day,Date,Time,Price,,Date,Time,ATM,Type,Expiry Date,,Option Price ,Trigger Price,SL,Target,Exit Price,Price at 3:09PM,P/L,Comments,Profit Per Lot,,Cummulative Profits,,MDD
,,,,,,,,,,,,,at DTR Cross,,,,,,(Points),,-25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY BANK.NSE_IDX,Long,Fri,3/6/20,1:45:00 PM,28016.15,,3/6/20,1:45:00 PM,28000,CE,3/12/20,,458.8,532.21,372.55,851.53,,,0,No Trade,0,,"54,643.10",,0
NIFTY BANK.NSE_IDX,Short,Mon,3/9/20,12:45:00 PM,26382.05,,3/9/20,12:45:00 PM,26400,PE,3/12/20,,510,591.6,414.12,946.56,414.1,,-177.5,SL,-4437.5,,"50,205.60",,"-4,437.50"
NIFTY BANK.NSE_IDX,Short,Thu,3/12/20,10:30:00 AM,24800.4,,3/12/20,10:30:00 AM,24800,PE,3/12/20,,168.85,195.87,137.11,313.39,313.5,894.15,117.63,Target,2940.85,,"53,146.45",,"-1,496.65"
NIFTY BANK.NSE_IDX,Short,Fri,3/13/20,9:15:00 AM,21397.45,,3/13/20,9:15:00 AM,21400,PE,3/19/20,,331.65,384.71,269.3,615.54,,,0,No Trade,0,,"53,146.45",,"-1,496.65"
NIFTY BANK.NSE_IDX,Long,Fri,3/13/20,10:30:00 AM,23849.8,,3/13/20,10:30:00 AM,23800,CE,3/19/20,,1070,"1,241.20",868.84,"1,985.92","1,220.55",,-20.65,Exit at 310,-516.25,,"52,630.20",,"-2,012.90"
NIFTY BANK.NSE_IDX,Short,Tue,3/17/20,9:15:00 AM,22676.45,,3/17/20,9:15:00 AM,22700,PE,3/19/20,,652,756.32,529.42,"1,210.11","1,210.10","1,197.85",453.78,Target,11344.5,,"63,974.70",,0
NIFTY BANK.NSE_IDX,Short,Wed,3/18/20,9:45:00 AM,21560.8,,3/18/20,9:45:00 AM,21600,PE,3/19/20,,261.65,303.51,212.46,485.62,212.5,,-91.01,SL,-2275.35,,"61,699.35",,"-2,275.35"
NIFTY BANK.NSE_IDX,Long,Thu,3/19/20,1:45:00 PM,20752.8,,3/19/20,1:45:00 PM,20800,CE,3/19/20,,1161.9,"1,347.80",943.46,"2,156.49","1,391.00",,43.2,Exit at 310,1079.9,,"62,779.25",,"-1,195.45"
NIFTY BANK.NSE_IDX,Short,Mon,3/23/20,10:45:00 AM,17394.65,,3/23/20,10:45:00 AM,17400,PE,3/26/20,,1180.3,"1,369.15",958.4,"2,190.64",,,0,No Trade,0,,"62,779.25",,"-1,195.45"
NIFTY BANK.NSE_IDX,Short,Tue,3/24/20,10:00:00 AM,16412.25,,3/24/20,10:00:00 AM,16400,PE,3/26/20,,675,783,548.1,"1,252.80",894.95,,111.95,Exit at 310,2798.75,,"65,578.00",,0
NIFTY BANK.NSE_IDX,Long,Wed,3/25/20,12:45:00 PM,17907.1,,3/25/20,12:45:00 PM,17900,CE,3/26/20,,279.5,324.22,226.95,518.75,226.9,,-97.32,SL,-2433,,"63,145.00",,"-2,433.00"
NIFTY BANK.NSE_IDX,Long,Thu,3/26/20,10:30:00 AM,20228.7,,3/26/20,10:30:00 AM,20200,CE,3/26/20,,264.95,307.34,215.14,491.75,491.7,0.4,184.36,Target,4608.95,,"67,753.95",,0
NIFTY BANK.NSE_IDX,Short,Wed,4/1/20,9:30:00 AM,18583,,4/1/20,9:30:00 AM,18600,PE,4/2/20,,764.65,886.99,620.9,"1,419.19",,,0,No Trade,0,,"67,753.95",,0
NIFTY BANK.NSE_IDX,Short,Fri,4/3/20,9:15:00 AM,17626,,4/3/20,9:15:00 AM,17600,PE,4/9/20,,354.55,411.28,287.89,658.04,658.1,803,246.82,Target,6170.55,,"73,924.50",,0
NIFTY BANK.NSE_IDX,Long,Wed,4/8/20,10:00:00 AM,19665.55,,4/8/20,10:00:00 AM,19700,CE,4/9/20,,694.35,805.45,563.81,"1,288.71",,,0,No Trade,0,,"73,924.50",,0
NIFTY BANK.NSE_IDX,Short,Mon,4/13/20,9:30:00 AM,19350.4,,4/13/20,9:30:00 AM,19400,PE,4/16/20,,415.3,481.75,337.22,770.8,770.7,542.6,288.95,Target,7223.8,,"81,148.30",,0
NIFTY BANK.NSE_IDX,Short,Wed,4/15/20,1:00:00 PM,19761.75,,4/15/20,1:00:00 PM,19800,PE,4/16/20,,655,759.8,531.86,"1,215.68",531.9,,-227.9,SL,-5697.5,,"75,450.80",,"-5,697.50"
NIFTY BANK.NSE_IDX,Short,Fri,4/17/20,10:45:00 AM,19938,,4/17/20,10:45:00 AM,19900,PE,4/23/20,,504.05,584.7,409.29,935.52,409.3,,-175.4,SL,-4384.95,,"71,065.85",,"-10,082.45"
NIFTY BANK.NSE_IDX,Short,Tue,4/21/20,12:30:00 PM,19410.9,,4/21/20,12:30:00 PM,19400,PE,4/23/20,,472.05,547.58,383.3,876.12,,,0,No Trade,0,,"71,065.85",,"-10,082.45"
NIFTY BANK.NSE_IDX,Long,Mon,4/27/20,10:15:00 AM,20147,,4/27/20,10:15:00 AM,20100,CE,4/30/20,,257.9,299.16,209.41,478.66,478.8,426,179.64,Target,4490.9,,"75,556.75",,"-5,591.55"
NIFTY BANK.NSE_IDX,Long,Wed,4/29/20,9:30:00 AM,20718.8,,4/29/20,9:30:00 AM,20700,CE,4/30/20,,633.5,734.86,514.4,"1,175.78",871.2,,136.34,Exit at 310,3408.5,,"78,965.25",,"-2,183.05"
NIFTY BANK.NSE_IDX,Short,Mon,5/4/20,9:30:00 AM,20133.7,,5/4/20,9:30:00 AM,20100,PE,5/7/20,,480,556.8,389.76,890.88,660.3,,103.5,Exit at 310,2587.5,,"81,552.75",,0
NIFTY BANK.NSE_IDX,Short,Tue,5/5/20,12:30:00 PM,19644.7,,5/5/20,12:30:00 PM,19600,PE,5/7/20,,556.9,646,452.2,"1,033.61",706,,60,Exit at 310,1499.9,,"83,052.65",,0
NIFTY BANK.NSE_IDX,Short,Fri,5/8/20,1:45:00 PM,19604.75,,5/8/20,1:45:00 PM,19600,PE,5/14/20,,427.65,496.07,347.25,793.72,570,,73.93,Exit at 310,1848.15,,"84,900.80",,0
NIFTY BANK.NSE_IDX,Short,Mon,5/11/20,1:45:00 PM,19193.55,,5/11/20,1:45:00 PM,19200,PE,5/14/20,,421.55,489,342.3,782.4,,,0,No Trade,0,,"84,900.80",,0
NIFTY BANK.NSE_IDX,Short,Wed,5/13/20,9:30:00 AM,19603,,5/13/20,9:30:00 AM,19600,PE,5/14/20,,535,620.6,434.42,992.96,572.1,,-48.5,Exit at 310,-1212.5,,"83,688.30",,"-1,212.50"
NIFTY BANK.NSE_IDX,Short,Fri,5/15/20,9:30:00 AM,18889.25,,5/15/20,9:30:00 AM,18900,PE,5/21/20,,449.45,521.36,364.95,834.18,834.2,572,312.84,Target,7820.95,,"91,509.25",,0
NIFTY BANK.NSE_IDX,Short,Mon,5/18/20,9:15:00 AM,18388.15,,5/18/20,9:15:00 AM,18400,PE,5/21/20,,443.15,514.05,359.84,822.49,,,0,No Trade,0,,"91,509.25",,0
NIFTY BANK.NSE_IDX,Short,Fri,5/22/20,10:45:00 AM,17148.5,,5/22/20,10:45:00 AM,17100,PE,5/28/20,,179,207.64,145.35,332.22,332.2,352.55,124.56,Target,3114,,"94,623.25",,0
NIFTY BANK.NSE_IDX,Long,Wed,5/27/20,10:30:00 AM,17859.05,,5/27/20,10:30:00 AM,17900,CE,5/28/20,,381.25,442.25,309.58,707.6,309.6,,-132.65,SL,-3316.25,,"91,307.00",,"-3,316.25"
NIFTY BANK.NSE_IDX,Long,Mon,6/1/20,9:45:00 AM,20110.8,,6/1/20,9:45:00 AM,20100,CE,6/4/20,,282.8,328.05,229.63,524.88,229.6,,-98.45,SL,-2461.2,,"88,845.80",,"-5,777.45"
NIFTY BANK.NSE_IDX,Long,Wed,6/3/20,1:45:00 PM,21430.2,,6/3/20,1:45:00 PM,21400,CE,6/4/20,,63.1,73.2,51.24,117.11,117.2,112.7,44,Target,1100.1,,"89,945.90",,"-4,677.35"
NIFTY BANK.NSE_IDX,Short,Thu,6/4/20,12:15:00 PM,20384.35,,6/4/20,12:15:00 PM,20400,PE,6/4/20,,523,606.68,424.68,970.69,,,0,No Trade,0,,"89,945.90",,"-4,677.35"
NIFTY BANK.NSE_IDX,Short,Mon,6/8/20,1:15:00 PM,21090.3,,6/8/20,1:15:00 PM,21100,PE,6/11/20,,132.6,153.82,107.67,246.11,107.7,,-46.12,SL,-1152.9,,"88,793.00",,"-5,830.25"
NIFTY BANK.NSE_IDX,Short,Thu,6/11/20,12:30:00 PM,20735.65,,6/11/20,12:30:00 PM,20700,PE,6/11/20,,602.2,698.55,488.99,"1,117.68",880,,181.45,Exit at 310,4536.2,,"93,329.20",,"-1,294.05"
NIFTY BANK.NSE_IDX,Long,Fri,6/12/20,11:15:00 AM,20155.75,,6/12/20,11:15:00 AM,20200,CE,6/18/20,,570.4,661.66,463.16,"1,058.66",,,0,No Trade,0,,"93,329.20",,"-1,294.05"
NIFTY BANK.NSE_IDX,Short,Mon,6/15/20,12:00:00 PM,19781.6,,6/15/20,12:00:00 PM,19800,PE,6/18/20,,430.7,499.61,349.73,799.38,349.7,,-149.91,SL,-3747.8,,"89,581.40",,"-5,041.85"
NIFTY BANK.NSE_IDX,Short,Tue,6/16/20,1:00:00 PM,19925.15,,6/16/20,1:00:00 PM,19900,PE,6/18/20,,61.45,71.28,49.9,114.05,114.1,225.1,42.82,Target,1070.45,,"90,651.85",,"-3,971.40"
NIFTY BANK.NSE_IDX,Long,Thu,6/18/20,1:45:00 PM,20510.5,,6/18/20,1:45:00 PM,20500,CE,6/18/20,,454,526.64,368.65,842.62,368.6,,-158.04,SL,-3951,,"86,700.85",,"-7,922.40"
NIFTY BANK.NSE_IDX,Long,Mon,6/22/20,12:45:00 PM,21885.9,,6/22/20,12:45:00 PM,21900,CE,6/25/20,,350.45,406.52,284.57,650.44,284.6,,-121.92,SL,-3048.05,,"83,652.80",,"-10,970.45"
NIFTY BANK.NSE_IDX,Short,Wed,6/24/20,10:45:00 AM,22070.55,,6/24/20,10:45:00 AM,22100,PE,6/25/20,,277.3,321.67,225.17,514.67,445.95,,124.28,Exit at 310,3107.05,,"86,759.85",,"-7,863.40"
NIFTY BANK.NSE_IDX,Long,Wed,7/1/20,11:15:00 AM,21674.55,,7/1/20,11:15:00 AM,21700,CE,7/2/20,,427.25,495.61,346.93,792.98,,,0,No Trade,0,,"86,759.85",,"-7,863.40"
NIFTY BANK.NSE_IDX,Short,Fri,7/3/20,1:30:00 PM,21802.9,,7/3/20,1:30:00 PM,21800,PE,7/9/20,,320,371.2,259.84,593.92,,,0,No Trade,0,,"86,759.85",,"-7,863.40"
NIFTY BANK.NSE_IDX,Short,Tue,7/7/20,9:15:00 AM,22107.45,,7/7/20,9:15:00 AM,22100,PE,7/9/20,,300,348,243.6,556.8,440,,92,Exit at 310,2300,,"89,059.85",,"-5,563.40"
NIFTY BANK.NSE_IDX,Long,Tue,7/7/20,1:00:00 PM,22412.45,,7/7/20,1:00:00 PM,22400,CE,7/9/20,,405.5,470.38,329.27,752.61,,,0,No Trade,0,,"89,059.85",,"-5,563.40"
NIFTY BANK.NSE_IDX,Short,Fri,7/10/20,12:15:00 PM,22424.55,,7/10/20,12:15:00 PM,22400,PE,7/16/20,,332.75,385.99,270.19,617.58,368.7,,-17.29,Exit at 310,-432.25,,"88,627.60",,"-5,995.65"
NIFTY BANK.NSE_IDX,Short,Mon,7/13/20,11:00:00 AM,22242.15,,7/13/20,11:00:00 AM,22200,PE,7/16/20,,351.75,408.03,285.62,652.85,373.7,,-34.33,Exit at 310,-858.25,,"87,769.35",,"-6,853.90"
NIFTY BANK.NSE_IDX,Short,Tue,7/14/20,10:45:00 AM,21462.9,,7/14/20,10:45:00 AM,21500,PE,7/16/20,,283,328.28,229.8,525.25,229.8,,-98.48,SL,-2462,,"85,307.35",,"-9,315.90"
NIFTY BANK.NSE_IDX,Short,Wed,7/22/20,9:15:00 AM,22877.95,,7/22/20,9:15:00 AM,22900,PE,7/23/20,,422.45,490.04,343.03,784.07,343,,-147.04,SL,-3676.05,,"81,631.30",,"-12,991.95"
NIFTY BANK.NSE_IDX,Short,Fri,7/24/20,10:30:00 AM,22546.05,,7/24/20,10:30:00 AM,22500,PE,7/30/20,,412.3,478.27,334.79,765.23,562.3,,84.03,Exit at 310,2100.8,,"83,732.10",,"-10,891.15"
NIFTY BANK.NSE_IDX,Short,Mon,7/27/20,9:15:00 AM,22165.8,,7/27/20,9:15:00 AM,22200,PE,7/30/20,,65.25,75.69,52.98,121.1,53,,-22.69,SL,-567.25,,"83,164.85",,"-11,458.40"
NIFTY BANK.NSE_IDX,Short,Thu,7/30/20,1:00:00 PM,21911.15,,7/30/20,1:00:00 PM,21900,PE,7/30/20,,356.9,414,289.8,662.41,424.05,,10.05,Exit at 310,251.15,,"83,416.00",,"-11,207.25"
NIFTY BANK.NSE_IDX,Short,Mon,8/3/20,9:45:00 AM,21279.25,,8/3/20,9:45:00 AM,21300,PE,8/6/20,,327,379.32,265.52,606.91,,,0,No Trade,0,,"83,416.00",,"-11,207.25"
NIFTY BANK.NSE_IDX,Long,Mon,8/10/20,9:15:00 AM,22011.1,,8/10/20,9:15:00 AM,22000,CE,8/13/20,,272.9,316.56,221.59,506.5,,,0,No Trade,0,,"83,416.00",,"-11,207.25"
NIFTY BANK.NSE_IDX,Long,Tue,8/11/20,9:15:00 AM,22228.35,,8/11/20,9:15:00 AM,22200,CE,8/13/20,,204.25,236.93,165.85,379.09,,,0,No Trade,0,,"83,416.00",,"-11,207.25"
NIFTY BANK.NSE_IDX,Long,Wed,8/12/20,12:45:00 PM,22311.55,,8/12/20,12:45:00 PM,22300,CE,8/13/20,,262.1,304.04,212.83,486.46,486.4,167.5,182.36,Target,4559.1,,"87,975.10",,"-6,648.15"
NIFTY BANK.NSE_IDX,Short,Fri,8/14/20,10:15:00 AM,22137.15,,8/14/20,10:15:00 AM,22100,PE,8/20/20,,208.6,241.98,169.38,387.16,262.85,,20.87,Exit at 310,521.85,,"88,496.95",,"-6,126.30"
NIFTY BANK.NSE_IDX,Long,Tue,8/18/20,2:00:00 PM,22055.85,,8/18/20,2:00:00 PM,22100,CE,8/20/20,,286.55,332.4,232.68,531.84,,,0,No Trade,0,,"88,496.95",,"-6,126.30"
NIFTY BANK.NSE_IDX,Long,Fri,8/21/20,9:30:00 AM,22314.45,,8/21/20,9:30:00 AM,22300,CE,8/27/20,,230.95,267.9,187.53,428.64,428.7,268.05,160.8,Target,4019.95,,"92,516.90",,"-2,106.35"
NIFTY BANK.NSE_IDX,Long,Mon,8/24/20,9:15:00 AM,22592.45,,8/24/20,9:15:00 AM,22600,CE,8/27/20,,283.95,329.38,230.57,527.01,527,404.15,197.62,Target,4940.45,,"97,457.35",,0
NIFTY BANK.NSE_IDX,Long,Fri,8/28/20,9:15:00 AM,23888.7,,8/28/20,9:15:00 AM,23900,CE,9/3/20,,400.2,464.23,324.96,742.77,742.8,758,278.57,Target,6964.2,,"104,421.55",,0
NIFTY BANK.NSE_IDX,Short,Mon,8/31/20,11:00:00 AM,24311.8,,8/31/20,11:00:00 AM,24300,PE,9/3/20,,69.3,80.39,56.27,128.62,56.3,,-24.09,SL,-602.2,,"103,819.35",,-602.2
NIFTY BANK.NSE_IDX,Short,Thu,9/3/20,11:30:00 AM,23623.4,,9/3/20,11:30:00 AM,23600,PE,9/3/20,,164.55,190.88,133.61,305.4,133.6,,-57.28,SL,-1431.95,,"102,387.40",,"-2,034.15"
NIFTY BANK.NSE_IDX,Short,Wed,9/9/20,11:30:00 AM,22226.4,,9/9/20,11:30:00 AM,22200,PE,9/10/20,,291.1,337.68,236.37,540.28,474.4,,136.72,Exit at 310,3418.1,,"105,805.50",,0
NIFTY BANK.NSE_IDX,Short,Mon,9/14/20,1:15:00 PM,22369.35,,9/14/20,1:15:00 PM,22400,PE,9/17/20,,342.8,397.65,278.35,636.24,636.2,460,238.55,Target,5963.8,,"111,769.30",,0
NIFTY BANK.NSE_IDX,Short,Fri,9/18/20,11:00:00 AM,22288.3,,9/18/20,11:00:00 AM,22300,PE,9/24/20,,299.3,347.19,243.03,555.5,366.25,,19.06,Exit at 310,476.55,,"112,245.85",,0
NIFTY BANK.NSE_IDX,Short,Mon,9/21/20,2:00:00 PM,21524.3,,9/21/20,2:00:00 PM,21500,PE,9/24/20,,155.5,180.38,126.27,288.61,126.3,,-54.08,SL,-1352,,"110,893.85",,"-1,352.00"
NIFTY BANK.NSE_IDX,Short,Wed,9/23/20,1:30:00 PM,20941.8,,9/23/20,1:30:00 PM,20900,PE,9/24/20,,324.6,376.54,263.58,602.46,,,0,No Trade,0,,"110,893.85",,"-1,352.00"
NIFTY BANK.NSE_IDX,Long,Mon,9/28/20,11:15:00 AM,21554,,9/28/20,11:15:00 AM,21600,CE,10/1/20,,261.1,302.88,212.01,484.6,,,0,No Trade,0,,"110,893.85",,"-1,352.00"
NIFTY BANK.NSE_IDX,Short,Tue,9/29/20,10:45:00 AM,21367.05,,9/29/20,10:45:00 AM,21400,PE,10/1/20,,70,81.2,56.84,129.92,130,208.2,48.8,Target,1220,,"112,113.85",,-132
NIFTY BANK.NSE_IDX,Long,Thu,10/1/20,10:00:00 AM,21956.55,,10/1/20,10:00:00 AM,22000,CE,10/1/20,,387.6,449.62,314.73,719.39,,,0,No Trade,0,,"112,113.85",,-132
NIFTY BANK.NSE_IDX,Long,Mon,10/5/20,9:30:00 AM,22731.25,,10/5/20,9:30:00 AM,22700,CE,10/8/20,,76.3,88.51,61.96,141.61,62,,-26.51,SL,-662.7,,"111,451.15",,-794.7
NIFTY BANK.NSE_IDX,Long,Thu,10/8/20,1:15:00 PM,23402.4,,10/8/20,1:15:00 PM,23400,CE,10/8/20,,407.9,473.16,331.21,757.06,617.95,,144.79,Exit at 310,3619.65,,"115,070.80",,0
NIFTY BANK.NSE_IDX,Long,Fri,10/9/20,10:45:00 AM,23549.85,,10/9/20,10:45:00 AM,23500,CE,10/15/20,,100.9,117.04,81.93,187.27,81.9,,-35.14,SL,-878.6,,"114,192.20",,-878.6
NIFTY BANK.NSE_IDX,Short,Thu,10/15/20,2:00:00 PM,23272.45,,10/15/20,2:00:00 PM,23300,PE,10/15/20,,381.2,442.19,309.53,707.51,,,0,No Trade,0,,"114,192.20",,-878.6
NIFTY BANK.NSE_IDX,Long,Mon,10/19/20,2:00:00 PM,24221.75,,10/19/20,2:00:00 PM,24200,CE,10/22/20,,430.7,499.61,349.73,799.38,,,0,No Trade,0,,"114,192.20",,-878.6
NIFTY BANK.NSE_IDX,Short,Fri,10/23/20,12:00:00 PM,24392.9,,10/23/20,12:00:00 PM,24400,PE,10/29/20,,391.9,454.6,318.22,727.37,497.45,,42.85,Exit at 310,1071.15,,"115,263.35",,0
NIFTY BANK.NSE_IDX,Short,Mon,10/26/20,11:30:00 AM,24268.25,,10/26/20,11:30:00 AM,24300,PE,10/29/20,,253.85,294.47,206.13,471.15,206.2,,-88.27,SL,-2206.65,,"113,056.70",,"-2,206.65"
NIFTY BANK.NSE_IDX,Short,Wed,10/28/20,12:45:00 PM,24213.75,,10/28/20,12:45:00 PM,24200,PE,10/29/20,,628.6,729.18,510.42,"1,166.68",,,0,No Trade,0,,"113,056.70",,"-2,206.65"
NIFTY BANK.NSE_IDX,Short,Fri,10/30/20,11:30:00 AM,23771.4,,10/30/20,11:30:00 AM,23800,PE,11/5/20,,449.5,521.42,364.99,834.27,540.6,,19.18,Exit at 310,479.5,,"113,536.20",,"-1,727.15"
NIFTY BANK.NSE_IDX,Long,Mon,11/2/20,2:00:00 PM,24768.05,,11/2/20,2:00:00 PM,24800,CE,11/5/20,,409.25,474.73,332.31,759.57,560.15,,85.42,Exit at 310,2135.5,,"115,671.70",,0
NIFTY BANK.NSE_IDX,Long,Fri,11/6/20,12:00:00 PM,26521.25,,11/6/20,12:00:00 PM,26500,CE,11/12/20,,341.05,395.62,276.93,632.99,633,557.75,237.38,Target,5934.55,,"121,606.25",,0
NIFTY BANK.NSE_IDX,Long,Tue,11/10/20,10:45:00 AM,28381.2,,11/10/20,10:45:00 AM,28400,CE,11/12/20,,109.7,127.25,89.08,203.6,,,0,No Trade,0,,"121,606.25",,0
NIFTY BANK.NSE_IDX,Short,Thu,11/12/20,1:30:00 PM,28087.8,,11/12/20,1:30:00 PM,28100,PE,11/12/20,,259.3,300.79,210.55,481.26,428.35,,127.56,Exit at 310,3189.05,,"124,795.30",,0
NIFTY BANK.NSE_IDX,Long,Wed,11/18/20,9:45:00 AM,29431.35,,11/18/20,9:45:00 AM,29400,CE,11/19/20,,487.5,565.5,395.85,904.8,,,0,No Trade,0,,"124,795.30",,0
NIFTY BANK.NSE_IDX,Short,Mon,11/23/20,10:45:00 AM,28970.45,,11/23/20,10:45:00 AM,29000,PE,11/26/20,,327.3,379.67,265.77,607.47,265.8,,-113.87,SL,-2846.7,,"121,948.60",,"-2,846.70"
NIFTY BANK.NSE_IDX,Short,Wed,11/25/20,11:00:00 AM,29651.4,,11/25/20,11:00:00 AM,29700,PE,11/26/20,,428.2,496.71,347.7,794.74,,,0,No Trade,0,,"121,948.60",,"-2,846.70"
NIFTY BANK.NSE_IDX,Short,Tue,12/1/20,9:15:00 AM,29600.95,,12/1/20,9:15:00 AM,29600,PE,12/3/20,,264.75,307.11,214.98,491.38,491.3,215.5,184.19,Target,4604.75,,"126,553.35",,0
NIFTY BANK.NSE_IDX,Short,Wed,12/2/20,10:15:00 AM,29643,,12/2/20,10:15:00 AM,29600,PE,12/3/20,,464.7,539.05,377.34,862.48,,,0,No Trade,0,,"126,553.35",,0
NIFTY BANK.NSE_IDX,Long,Fri,12/4/20,10:15:00 AM,29922.6,,12/4/20,10:15:00 AM,29900,CE,12/10/20,,342,396.72,277.7,634.75,,,0,No Trade,0,,"126,553.35",,0
NIFTY BANK.NSE_IDX,Short,Tue,12/8/20,11:15:00 AM,30056.6,,12/8/20,11:15:00 AM,30100,PE,12/10/20,,206.5,239.54,167.68,383.26,383.1,232,143.56,Target,3589,,"130,142.35",,0
NIFTY BANK.NSE_IDX,Long,Wed,12/9/20,1:00:00 PM,30528.5,,12/9/20,1:00:00 PM,30500,CE,12/10/20,,119,138.04,96.63,220.86,96.6,,-41.44,SL,-1036,,"129,106.35",,"-1,036.00"
NIFTY BANK.NSE_IDX,Short,Thu,12/10/20,1:30:00 PM,30276.75,,12/10/20,1:30:00 PM,30300,PE,12/10/20,,406,470.96,329.67,753.54,,,0,No Trade,0,,"129,106.35",,"-1,036.00"
NIFTY BANK.NSE_IDX,Long,Fri,12/11/20,9:30:00 AM,30788.25,,12/11/20,9:30:00 AM,30800,CE,12/17/20,,302.8,351.25,245.87,562,245.8,,-105.45,SL,-2636.2,,"126,470.15",,"-3,672.20"
NIFTY BANK.NSE_IDX,Short,Tue,12/15/20,9:15:00 AM,30641.65,,12/15/20,9:15:00 AM,30600,PE,12/17/20,,388.3,450.43,315.3,720.68,315.3,,-135.13,SL,-3378.2,,"123,091.95",,"-7,050.40"
NIFTY BANK.NSE_IDX,Short,Fri,12/18/20,9:30:00 AM,30591.65,,12/18/20,9:30:00 AM,30600,PE,12/24/20,,280.65,325.55,227.89,520.89,521,255.7,195.45,Target,4886.15,,"127,978.10",,"-2,164.25"
NIFTY BANK.NSE_IDX,Short,Mon,12/21/20,12:45:00 PM,30226.3,,12/21/20,12:45:00 PM,30200,PE,12/24/20,,119.05,138.1,96.67,220.96,96.7,,-41.4,SL,-1034.95,,"126,943.15",,"-3,199.20"
NIFTY BANK.NSE_IDX,Long,Thu,12/24/20,10:00:00 AM,30400.7,,12/24/20,10:00:00 AM,30400,CE,12/24/20,,308.75,358.15,250.71,573.04,,,0,No Trade,0,,"126,943.15",,"-3,199.20"
NIFTY BANK.NSE_IDX,Long,Mon,12/28/20,1:45:00 PM,30879.3,,12/28/20,1:45:00 PM,30900,CE,12/31/20,,325.1,377.12,263.98,603.39,,,0,No Trade,0,,"126,943.15",,"-3,199.20"
NIFTY BANK.NSE_IDX,Long,Tue,12/29/20,9:15:00 AM,31249,,12/29/20,9:15:00 AM,31200,CE,12/31/20,,239.8,278.17,194.72,445.07,194.7,,-83.47,SL,-2086.7,,"124,856.45",,"-5,285.90"
NIFTY BANK.NSE_IDX,Short,Wed,12/30/20,9:15:00 AM,31201.85,,12/30/20,9:15:00 AM,31200,PE,12/31/20,,,0,0,0,,,0,,0,,"124,856.45",,"-5,285.90"
